name bandgap energy_pa volume_pa magmom_pa fermi hull_distance delta_e
Nd,4.0,Mn,2.0,Co,2.0,O,12.0, 1.286 -7.5534868735 11.255 0.599988915 4.61231716 None -2.71551133725
Bi,4.0,O,12.0,In,4.0, 2.752 -5.673823306 13.5255 0.0 7.03423062 None -1.66063418314
Ni,4.0,Zn,2.0,La,14.0, 0.0 -4.9148759485 28.7045 0.0 7.64572961 None -0.2323287135
Sr,4.0,Se,4.0,O,12.0, 3.877 -5.8647145695 14.2565 0.0 2.23244222 None -2.14890361664
I,12.0,Sr,1.0,Os,1.0,La,6.0, 0.0 -4.443965747 43.841 0.100003155 4.78103281 None -1.51998365678
Mn,4.0,Yb,4.0,O,12.0, 0.816 -7.004772432 10.009 0.60014372 2.74697767 None -2.61299522478
Y,4.0,Ni,4.0,Al,12.0, 0.0 -5.2565949515 17.4355 0.0 6.0840044 None -0.6071562105
Eu,4.0,Zr,4.0,O,12.0, 4.081 -8.483066965 13.0545 0.0 1.97838914 None -3.72286803514
I,12.0,Pb,4.0,Rb,4.0, 2.52 -2.8517748535 42.725 0.0 1.95972858 None -1.13275957128
Ca,1.0,O,12.0,Cu,3.0,Sn,4.0, 0.0 -5.594124578 11.149 0.0 6.4036527 None -1.68472744367
Sr,1.0,O,12.0,Cu,3.0,Sn,4.0, 0.0 -5.5810914765 11.2885 0.0 6.24254379 None -1.68497014042
Sr,4.0,Co,2.0,U,2.0,O,12.0, 2.395 -7.2691360495 13.402 0.30000025 4.39598884 None -2.90476673498
Re,2.0,Ca,4.0,Fe,2.0,O,12.0, 0.0 -7.3824361605 11.224 0.300029095 5.6204344 None -2.45903617416
W,2.0,Ca,4.0,Mg,2.0,O,12.0, 3.436 -7.565612931 11.227 0.0 3.14762298 None -3.04074987414
Pb,4.0,S,12.0,Sn,4.0, 1.043 -4.453618143 24.3735 0.0 5.11404823 None -0.651603490773
Zr,9.0,Pt,11.0, 0.0 -8.161081963 18.098 0.0 6.54475523 None -0.99972028925
Mn,4.0,Tm,4.0,O,12.0, 0.552 -7.969906168 10.836 0.80030189 4.58563948 None -2.97817407878
K,2.0,B,4.0,O,12.0,Ta,2.0, 3.945 -8.147560584 12.301 0.0 0.65240629 None -2.83203717698
Mn,4.0,Tb,2.0,Ba,2.0,O,12.0, 0.0 -7.35364982 11.44 0.700047115 4.3777724 None -2.60141943311
K,2.0,Nd,4.0,Nb,2.0,O,12.0, 3.731 -7.9739463825 14.629 0.0 1.80353078 None -3.21730013931
Mn,2.0,Co,2.0,O,12.0,La,4.0, 1.098 -7.6339101625 11.44 0.59998133 7.51023617 None -2.76289565725
Zn,2.0,Bi,4.0,O,12.0,Ti,2.0, 1.858 -6.4089807235 12.8415 0.0 4.95754464 None -2.03113702434
Pb,6.0,S,2.0,O,12.0, 2.785 -5.789479062 15.133 0.0 5.08020396 None -1.6332757333
Mn,4.0,O,12.0,Er,4.0, 0.413 -7.9773970905 10.9345 0.800095955 4.58974355 None -2.96771395028
Pr,1.0,Mn,7.0,O,12.0, 0.0 -7.597392832 10.268 1.39999364 5.20625358 None -2.20284503751
Mo,4.0,B,16.0, 0.0 -7.2402669905 7.9935 0.0 9.67173125 None 0.271113086833
H,12.0,P,2.0,O,4.0,N,2.0, 4.979 -5.1597761045 7.1525 0.0 0.97362399 None -0.923840462726
Ni,10.0,C,6.0,Ce,4.0, 0.0 -6.7592394045 13.9475 0.0 4.97321203 None -0.267849093
Ca,2.0,Mn,2.0,Si,4.0,O,12.0, 3.358 -7.668758452 11.0665 0.500000435 5.07791966 None -2.99791877346
Ru,6.0,Al,4.0,La,10.0, 0.0 -6.429227875 24.769 0.0 8.21957876 None -0.4579800875
Ru,6.0,Al,4.0,Ce,10.0, 0.0 -6.229820024 25.125 0.0 4.95030911 None -0.334060504
H,12.0,Ca,4.0,K,4.0, 3.395 -3.0265634805 16.964 0.0 -1.19156577 None -0.399365126335
Sn,4.0,O,12.0,Cd,4.0, 1.304 -5.338415331 12.0455 0.0 4.45588468 None -1.70910947396
Pr,10.0,Ru,6.0,Al,4.0, 0.0 -6.260947615 24.6045 0.0 4.92515429 None -0.36655794
Sn,12.0,Ti,8.0, 0.0 -5.8110489465 20.485 0.0 7.78093876 None -0.369645555736
I,16.0,Hf,4.0, 2.265 -4.089923193 50.5285 0.0 0.36289041 None -1.03167351904
Ta,2.0,Ba,4.0,O,12.0,La,2.0, 3.776 -8.1112124665 15.8095 0.0 3.12633116 None -3.36352359114
Sc,2.0,Na,6.0,Cl,12.0, 4.156 -4.0482092885 22.1945 0.0 0.253334 None -2.16788883338
C,12.0,Os,8.0, 0.372 -8.80176208 9.9395 0.0 8.70040466 None 1.212347709
K,2.0,Nb,2.0,O,12.0,La,4.0, 3.931 -8.0713224975 15.174 0.0 3.69991493 None -3.28163728531
Bi,8.0,Cu,6.0,La,6.0, 0.386 -4.8797486085 25.1215 0.0 7.89813375 None -0.707810547
Yb,4.0,Al,4.0,O,12.0, 0.0 -6.7974804525 9.637 0.0 3.84203558 None -3.06848516164
Ni,2.0,Mn,2.0,Nd,4.0,O,12.0, 1.861 -7.3428535155 11.13 0.499911 3.94811849 None -2.70065442083
Pr,1.0,Mn,7.0,O,12.0, 0.0 -7.597685625 10.275 1.40000288 5.19109441 None -2.20313783051
Mn,4.0,O,12.0,Cu,3.0,Ce,1.0, 0.0 -6.450186173 9.6505 0.500009655 4.3463984 None -1.76929165523
S,8.0,Tb,8.0,O,4.0, 2.62 -7.1257951355 19.4545 0.0 3.65626897 None -2.84945972718
Be,4.0,K,4.0,H,12.0, 3.09 -3.0967175265 14.7605 0.0 -2.36338356 None -0.108177346335
H,16.0,Ge,4.0, 5.534 -3.4949752955 10.5925 0.0 -2.74978276 None 0.118931944832
C,8.0,Zn,2.0,Pt,2.0,N,8.0, 4.012 -7.612692938 18.133 0.0 -2.06397645 None 0.0253582176879
Be,4.0,Rb,4.0,H,12.0, 3.177 -3.0651074885 16.593 0.0 -2.30434986 None -0.103408246001
Pr,4.0,Rh,4.0,O,12.0, 0.756 -7.428118158 12.1655 0.0 5.33119629 None -2.33753321114
Na,2.0,Mn,2.0,Tb,2.0,W,2.0,O,12.0, 2.061 -8.0351524765 11.5705 0.50024496 3.86808064 None -2.75930338546
H,2.0,S,4.0,N,2.0,O,8.0,F,4.0, 6.412 -5.328413521 10.3135 0.0 0.90946824 None -1.36963593654
Tb,4.0,Rh,4.0,O,12.0, 0.861 -7.501264272 11.318 0.0 5.25151455 None -2.43960177781
Rh,4.0,Nd,4.0,O,12.0, 0.783 -7.4467893985 11.999 0.0 5.30177305 None -2.35850017564
Sc,4.0,Bi,4.0,O,12.0, 2.793 -7.3747964 13.083 0.0 5.30432141 None -2.63786505114
S,8.0,Cl,4.0,Bi,4.0,Cd,4.0, 2.124 -3.6342714245 23.4905 0.0 3.66390727 None -0.85624707643
Na,2.0,Mn,2.0,W,2.0,O,12.0,La,2.0, 2.058 -8.059645465 12.104 0.499999145 5.20845409 None -2.75396352513
Y,2.0,Sr,4.0,Nb,2.0,O,12.0, 3.463 -8.006711872 13.8735 0.0 1.97844738 None -3.32926717064
Ni,2.0,Mn,2.0,Tb,4.0,O,12.0, 2.118 -7.389184662 10.665 0.500008195 3.61087878 None -2.773612296
Sb,8.0,Rh,6.0,U,6.0, 0.0 -7.74834243 22.057 0.336245245 9.57166596 None -0.5376018515
H,12.0,Cu,2.0,Br,2.0,N,4.0, 2.311 -4.618026972 9.9115 0.0 1.5257648 None -0.489149236745
Tl,8.0,Pt,12.0, 0.0 -4.6459909055 18.786 0.0 7.96421919 None -0.1198140855
Yb,4.0,Co,4.0,O,12.0, 0.0 -6.0883058555 9.5365 0.40160232 3.13637494 None -2.11943089423
Rh,4.0,O,12.0,La,4.0, 0.652 -7.530777297 12.3445 0.0 7.66055682 None -2.40944910514
Na,2.0,Mn,2.0,Nd,2.0,W,2.0,O,12.0, 2.04 -8.0160005595 11.9075 0.499955215 4.00917662 None -2.72683810413
Cs,4.0,Eu,4.0,Br,12.0, 4.786 -3.6184092795 38.788 0.0 -0.98023202 None -2.30678429352
Se,8.0,Bi,4.0,Br,4.0,Cd,4.0, 1.654 -3.266076176 27.1765 0.0 3.00053468 None -0.662324911675
Ni,2.0,Mn,2.0,Bi,4.0,O,12.0, 1.053 -6.0193352805 11.3245 0.500295085 6.64703321 None -1.53486757383
Ca,4.0,B,16.0, 0.0 -6.138442935 10.4045 0.0 5.30792248 None -0.406618498667
Tm,4.0,Co,4.0,O,12.0, 0.0 -7.1235180445 9.7955 0.400001515 4.76200925 None -2.55468820123
Ni,2.0,C,8.0,Zn,2.0,N,8.0, 3.287 -7.4818035395 16.761 0.0 -1.5335812 None 0.108029105188
Mn,4.0,Lu,1.0,O,12.0,Cu,3.0, 0.0 -6.4563060195 9.371 0.4999136 4.47230781 None -1.78808998323
Si,10.0,Rh,6.0,Ce,4.0, 0.0 -6.786947034 17.547 0.0 7.24593345 None -0.9430804455
H,10.0,Se,2.0,O,6.0,N,2.0, 4.425 -5.027265568 7.663 0.0 1.29731813 None -0.849125685942
Co,4.0,O,12.0,Er,4.0, 0.0 -7.128885983 9.8925 0.40001272 4.81565226 None -2.54210508873
Na,2.0,Ta,2.0,O,12.0,La,4.0, 4.145 -8.3476357815 13.3585 0.0 4.6757372 None -3.36587260131
B,16.0,Ta,4.0, 0.0 -7.641309825 8.2585 0.0 8.96859185 None 0.0711286063333
Sr,4.0,U,2.0,O,12.0,Cd,2.0, 3.068 -6.8704523725 14.723 0.0 2.99896391 None -2.91934778269
Pt,6.0,Ga,14.0, 0.0 -4.4741994235 17.173 0.0 4.7667563 None -0.55706780775
Sb,2.0,O,4.0,Br,2.0,F,12.0, 1.889 -3.9844850135 11.6645 0.0 1.29971513 None -1.76636125881
Eu,4.0,B,4.0,O,12.0, 0.391 -7.230911195 10.0045 0.10000144 2.60259683 None -2.84436434531
Sr,4.0,Nb,2.0,O,12.0,In,2.0, 3.739 -7.147044225 13.277 0.0 2.96561527 None -2.84937930514
H,8.0,Ca,4.0,B,8.0, 0.0 -4.501419152 9.768 0.0 3.45463727 None -0.0953243116675
B,4.0,Nd,1.0,O,12.0,Ga,3.0, 5.197 -7.3376123055 9.5465 0.0 2.70159361 None -2.62702696143
B,16.0,Tc,4.0, 0.0 -7.0461444785 7.8835 0.09200014 9.33280199 None 0.367044283833
Ni,2.0,Mn,2.0,Sm,4.0,O,12.0, 1.969 -7.361061862 10.939 0.49988981 3.67802191 None -2.72865710833
B,16.0,Os,4.0, 0.0 -6.9303432135 7.9305 0.0 9.15708022 None 0.655956107833
C,8.0,Zn,2.0,Pd,2.0,N,8.0, 4.16 -7.434064732 18.0925 0.0 -2.22740633 None 0.114912912688
Eu,4.0,Rh,4.0,O,12.0, 0.0 -6.6416506335 11.3825 0.18268836 3.99800532 None -2.13991431064
Nb,8.0,N,12.0, 0.0 -9.8643054785 10.1095 0.0 7.23663505 None -0.986004765218
H,12.0,C,4.0,Se,2.0,O,2.0, 3.62 -4.8843976825 8.6635 0.0 0.67121562 None -0.229836286858
S,12.0,Ce,4.0,Dy,4.0, 1.001 -6.4282533825 23.256 0.0 3.9905451 None -2.25820099279
Ni,8.0,Zr,8.0,In,4.0, 0.0 -6.697180214 17.099 0.0 6.10878251 None -0.526906572
Ca,4.0,Mn,4.0,O,12.0, 0.768 -6.909562577 10.2395 0.60001697 3.59929178 None -2.42294027278
Ni,11.0,Zr,9.0, 0.0 -7.2867653045 15.759 0.0 4.88571171 None -0.39060544125
Ca,4.0,Te,2.0,Co,2.0,O,12.0, 2.198 -6.145284574 11.442 0.29995021 4.94817773 None -2.26191641227
Ca,2.0,Te,4.0,O,10.0,Cu,1.0,Cl,2.0, 0.0 -5.18101658105 14.2594736842 0.0 5.44950451 None -1.68488920904
Sc,4.0,S,12.0,Gd,4.0, 1.945 -6.673956507 21.474 0.0 4.02586774 None -2.19154205795
I,4.0,H,12.0,C,4.0, 3.403 -4.271972247 15.144 0.0 0.43316261 None -0.14515756576
Sb,2.0,Mn,4.0,Fe,2.0,O,12.0, 1.168 -6.980758853 10.628 1.50000077 5.48200866 None -1.8651247818
P,6.0,Pd,14.0, 0.0 -5.717365879 14.783 0.0 6.83920383 None -0.572766151673
S,4.0,Br,4.0,Ag,12.0, 0.336 -2.972321251 22.1165 0.0 2.25142009 None -0.290015149993
Ni,4.0,Te,4.0,O,12.0, 2.473 -5.1989142865 11.045 0.399799185 6.66257024 None -1.28815252305
Sb,4.0,S,8.0,Cl,4.0,Cd,4.0, 1.785 -3.5923860065 23.0495 0.0 3.69973094 None -0.78562807043
Re,2.0,Zn,2.0,O,12.0,Sr,4.0, 0.0 -6.7984135445 12.189 0.099999855 4.85424128 None -2.41105820564
K,3.0,B,2.0,O,12.0,Ta,3.0, 3.005 -8.213667759 12.8815 0.0 1.05642092 None -2.91846720473
Sc,7.0,B,1.0,Cl,12.0, 0.0 -5.4951420045 22.2205 0.0 4.49668667 None -2.08763078417
H,4.0,C,4.0,Rb,4.0,O,8.0, 4.225 -5.9365552565 13.545 0.0 -0.35028461 None -1.4392107871
Cr,2.0,Mo,2.0,O,14.0,V,2.0, 1.749 -7.727820709 11.0155 0.30005348 2.66247053 None -2.21449706361
O,12.0,Ca,2.0,Ge,4.0,Cu,2.0, 0.0 -6.0093570275 11.215 0.0 3.64069628 None -1.97615321511
P,4.0,Tl,2.0,Se,12.0,In,2.0, 1.48 -3.9610430605 27.9935 0.0 2.76396529 None -0.352514946615
Ca,4.0,O,12.0,V,4.0, 0.0 -7.249904584 10.611 0.19997141 4.8794134 None -2.92440906907
Lu,4.0,Co,4.0,O,12.0, 0.0 -7.137880537 9.656 0.400000345 4.73981502 None -2.55922638773
Cu,11.0,In,9.0, 0.0 -3.2664094855 16.5055 0.0 7.35292345 None -0.0419884525
Sb,2.0,K,3.0,N,2.0,O,6.0,F,7.0, 2.648 -5.1896052645 12.2855 0.0 1.78386064 None -2.00756527459
Na,8.0,Te,2.0,O,10.0, 2.504 -4.820435561 11.464 0.0 2.96385162 None -1.76463388129
I,12.0,Gd,7.0,Co,1.0, 0.0 -4.1289094265 38.898 0.0 4.02622736 None -1.34530015553
Rh,4.0,Sm,4.0,O,12.0, 0.839 -7.4708299895 11.7175 0.0 5.16778379 None -2.39233510764
Y,2.0,Sr,4.0,O,12.0,Ta,2.0, 4.162 -8.3039755655 13.8085 0.0 2.0113851 None -3.45072306314
H,12.0,C,4.0,Te,4.0, 1.331 -4.543424771 13.7595 0.0 2.00631224 None -0.0551970401679
Gd,1.0,B,4.0,Fe,3.0,O,12.0, 2.292 -7.65539294 9.6425 0.750000245 2.95382923 None -2.49163022384
Sr,4.0,Mg,2.0,U,2.0,O,12.0, 3.747 -7.262502316 13.443 0.0 3.67582348 None -3.23838791769
Sc,7.0,N,1.0,Cl,12.0, 0.0 -5.6753757795 21.763 0.0 4.60120267 None -2.19833512511
Tc,4.0,O,12.0,Cd,4.0, 0.0 -6.344180996 11.201 0.321310755 5.34858342 None -1.42562606114
V,2.0,Mn,2.0,O,12.0,La,4.0, 0.934 -8.115732525 12.1845 0.600000015 7.51350129 None -3.11383029142
Cr,4.0,Bi,4.0,O,12.0, 1.568 -6.813580063 11.622 0.60004605 7.22680221 None -1.99227499843
Sr,2.0,K,4.0,In,14.0, 0.0 -2.5503676375 30.4245 0.0 4.98858596 None -0.295816962833
Cu,4.0,Ag,4.0,F,12.0, 0.0 -3.6504908055 11.126 0.0 1.84624207 None -1.57905394676
Cs,4.0,H,4.0,C,4.0,O,8.0, 4.516 -5.914050324 15.4275 0.0 0.27090561 None -1.4384475676
Na,2.0,Os,2.0,O,12.0,La,4.0, 0.577 -7.591247336 12.9865 0.29999955 6.8694811 None -2.67255371081
Na,2.0,Ru,2.0,O,12.0,La,4.0, 0.523 -7.362789768 12.8535 0.300000475 6.2617366 None -2.64670318481
P,4.0,S,12.0,Ag,2.0,V,2.0, 0.0 -5.099395191 20.424 0.199731875 4.18457948 None -0.602397178069
S,8.0,Fe,4.0,Cu,8.0, 0.0 -4.907433819 14.5125 0.47720573 5.4776578 None -0.248456639636
Be,2.0,B,4.0,O,10.0,Na,4.0, 5.76 -6.798434809 9.4495 0.0 1.30791869 None -2.59776815629
Ru,3.0,Tb,1.0,Ba,4.0,O,12.0, 0.0 -7.046172539 14.253 0.143263265 4.15787307 None -2.36572231581
Sr,2.0,Se,4.0,O,12.0,Cu,2.0, 0.0 -5.320069371 13.996 0.0 2.77568265 None -1.54246668211
U,4.0,S,12.0,Rh,4.0, 0.0 -7.210958776 18.0945 0.384529695 8.56521852 None -1.20733411195
Re,4.0,B,16.0, 0.0 -7.262958183 7.9115 0.0 9.3372849 None 0.562605893333
C,14.0,Ir,6.0, 0.0 -7.440465319 9.2095 0.0 9.24916046 None 1.6608876745
Mn,7.0,O,12.0,La,1.0, 0.0 -7.6233655295 10.3135 1.399998745 5.87614369 None -2.22113192376
Ca,4.0,Se,4.0,O,12.0, 4.327 -5.9244346365 13.183 0.0 2.74816039 None -2.15552049064
Mn,7.0,Bi,1.0,O,12.0, 0.0 -7.258708619 10.2855 1.40001408 5.8127388 None -1.90416760251
Na,2.0,Nd,4.0,Os,2.0,O,12.0, 0.659 -7.4929182065 12.61 0.300006205 4.59973529 None -2.60726355031
P,4.0,Se,12.0,Bi,2.0,Cu,2.0, 0.623 -4.10612002 25.329 0.0 3.83317508 None -0.226104933115
Sb,4.0,Ba,4.0,Se,8.0,F,4.0, 1.088 -4.676703358 26.1595 0.0 2.88051796 None -1.81946727975
Zn,2.0,Ti,2.0,O,12.0,La,4.0, 2.861 -7.8055669235 12.1135 0.0 5.72596323 None -3.23695286734
Sb,4.0,Mn,4.0,Se,8.0,Br,4.0, 0.65 -4.8072637715 25.359 0.999974485 4.43447168 None -0.533100714106
Mn,7.0,Bi,1.0,O,12.0, 0.0 -7.258414022 10.281 1.40001173 5.82165964 None -1.90387300551
Nb,4.0,O,12.0,Cu,4.0, 1.558 -7.32106531 12.3445 0.0 2.43889986 None -2.15716496108
F,14.0,Zr,2.0,Rb,2.0,Cd,2.0, 6.231 -5.35856234 14.088 0.0 -1.16211283 None -3.41381717963
Sb,2.0,Sm,2.0,O,12.0,Sr,4.0, 4.032 -6.821662135 14.2005 0.0 2.9600495 None -2.91693536664
Sb,2.0,Sr,4.0,O,12.0,La,2.0, 3.954 -6.829097075 14.664 0.0 4.07467719 None -2.90295365164
Ca,1.0,Pt,4.0,O,12.0,Cu,3.0, 0.598 -5.3776203905 10.482 0.15001797 4.77089468 None -1.04430248135
P,4.0,S,12.0,Bi,2.0,Tl,2.0, 2.006 -4.5374513815 24.2485 0.0 3.87570318 None -0.586281600569
Si,4.0,Br,16.0, 4.022 -3.2107204135 36.3195 0.0 -1.23756525 None -1.0926937112
Tl,8.0,Ba,4.0,Hg,8.0, 0.0 -1.697334387 27.54 0.0 4.98944495 None -0.27318038653
Ca,2.0,Co,2.0,Si,4.0,O,12.0, 2.922 -7.3027493715 10.6155 0.29991595 5.00318854 None -2.84336081593
Sc,4.0,Bi,4.0,O,12.0, 2.575 -7.3743690635 13.0795 0.0 5.3082012 None -2.63743771464
Au,8.0,Ba,4.0,In,8.0, 0.0 -3.310049071 25.0525 0.0 5.69791956 None -0.574746791
Mn,6.0,Te,2.0,O,12.0, 0.931 -6.9802778755 11.8315 1.49999767 4.9717362 None -1.86325796343
O,12.0,Se,4.0,Cu,2.0,Ba,2.0, 0.0 -5.344585596 15.0385 0.0 2.66639176 None -1.54291204111
V,4.0,O,4.0,F,12.0, 3.449 -5.623334377 10.0385 0.0 -0.23546756 None -2.69533749289
Cs,1.0,Cr,1.0,N,2.0,O,8.0,H,8.0, 2.157 -5.118133463 8.615 0.050055955 2.07294478 None -0.797794806788
Pd,6.0,Ga,14.0, 0.0 -4.1100235995 16.9305 0.0 4.21251364 None -0.46011251675
H,8.0,Rb,4.0,O,4.0,F,4.0, 6.32 -4.548961764 11.442 0.0 -1.58559634 None -1.8551727488
K,3.0,B,6.0,O,10.0,Cl,1.0, 5.838 -7.08779194 12.0285 0.0 0.56812738 None -2.60946860011
Tl,2.0,F,14.0,Zr,2.0,Cd,2.0, 4.917 -5.283843421 14.192 0.0 0.60469562 None -3.20816401013
